face_0013 	 face_0029 	 True
face_0013 	 face_0054 	 True
face_0013 	 face_0180 	 True
face_0013 	 face_0182 	 True
face_0013 	 face_0183 	 True
face_0013 	 face_0186 	 True
face_0013 	 face_0258 	 True
face_0014 	 face_0170 	 True
face_0015 	 face_0168 	 True
face_0015 	 face_0170 	 True
face_0015 	 face_0172 	 True
face_0017 	 face_0173 	 True
face_0017 	 face_0177 	 True
face_0018 	 face_0055 	 True
face_0018 	 face_0059 	 True
face_0018 	 face_0063 	 True
face_0018 	 face_0148 	 True
face_0018 	 face_0151 	 True
face_0018 	 face_0182 	 True
face_0018 	 face_0243 	 True
face_0018 	 face_0244 	 True
face_0018 	 face_0246 	 True
face_0018 	 face_0251 	 True
face_0018 	 face_0280 	 True
face_0019 	 face_0021 	 True
face_0019 	 face_0152 	 True
face_0019 	 face_0157 	 True
face_0019 	 face_0181 	 True
face_0019 	 face_0189 	 True
face_0019 	 face_0231 	 True
face_0019 	 face_0245 	 True
face_0019 	 face_0246 	 True
face_0020 	 face_0029 	 True
face_0020 	 face_0051 	 True
face_0020 	 face_0055 	 True
face_0020 	 face_0062 	 True
face_0020 	 face_0145 	 True
face_0020 	 face_0180 	 True
face_0020 	 face_0230 	 True
face_0020 	 face_0233 	 True
face_0020 	 face_0250 	 True
face_0020 	 face_0253 	 True
face_0020 	 face_0265 	 True
face_0020 	 face_0274 	 True
face_0020 	 face_0277 	 True
face_0021 	 face_0052 	 True
face_0021 	 face_0062 	 True
face_0021 	 face_0178 	 True
face_0021 	 face_0179 	 True
face_0021 	 face_0185 	 True
face_0021 	 face_0210 	 True
face_0021 	 face_0262 	 True
face_0021 	 face_0272 	 True
face_0022 	 face_0023 	 True
face_0022 	 face_0119 	 True
face_0023 	 face_0025 	 True
face_0023 	 face_0119 	 True
face_0026 	 face_0118 	 True
face_0026 	 face_0178 	 True
face_0026 	 face_0186 	 True
face_0026 	 face_0188 	 True
face_0026 	 face_0233 	 True
face_0026 	 face_0235 	 True
face_0026 	 face_0253 	 True
face_0026 	 face_0257 	 True
face_0026 	 face_0307 	 True
face_0027 	 face_0120 	 True
face_0028 	 face_0161 	 True
face_0028 	 face_0166 	 True
face_0028 	 face_0233 	 True
face_0028 	 face_0258 	 True
face_0028 	 face_0260 	 True
face_0028 	 face_0279 	 True
face_0028 	 face_0305 	 True
face_0028 	 face_0307 	 True
face_0029 	 face_0212 	 True
face_0029 	 face_0214 	 True
face_0029 	 face_0249 	 True
face_0029 	 face_0258 	 True
face_0029 	 face_0292 	 True
face_0049 	 face_0084 	 True
face_0049 	 face_0092 	 True
face_0049 	 face_0258 	 True
face_0049 	 face_0290 	 True
face_0049 	 face_0302 	 True
face_0049 	 face_0303 	 True
face_0049 	 face_0307 	 True
face_0050 	 face_0250 	 True
face_0050 	 face_0256 	 True
face_0050 	 face_0262 	 True
face_0050 	 face_0265 	 True
face_0050 	 face_0283 	 True
face_0050 	 face_0285 	 True
face_0050 	 face_0289 	 True
face_0050 	 face_0296 	 True
face_0050 	 face_0306 	 True
face_0050 	 face_0307 	 True
face_0051 	 face_0250 	 True
face_0051 	 face_0298 	 True
face_0051 	 face_0308 	 True
face_0052 	 face_0084 	 True
face_0052 	 face_0253 	 True
face_0052 	 face_0307 	 True
face_0053 	 face_0230 	 True
face_0053 	 face_0231 	 True
face_0053 	 face_0283 	 True
face_0053 	 face_0287 	 True
face_0053 	 face_0289 	 True
face_0053 	 face_0297 	 True
face_0054 	 face_0063 	 True
face_0054 	 face_0160 	 True
face_0054 	 face_0180 	 True
face_0054 	 face_0236 	 True
face_0054 	 face_0237 	 True
face_0054 	 face_0240 	 True
face_0054 	 face_0282 	 True
face_0054 	 face_0284 	 True
face_0055 	 face_0058 	 True
face_0055 	 face_0182 	 True
face_0055 	 face_0183 	 True
face_0055 	 face_0189 	 True
face_0055 	 face_0232 	 True
face_0055 	 face_0237 	 True
face_0055 	 face_0283 	 True
face_0056 	 face_0167 	 True
face_0056 	 face_0187 	 True
face_0056 	 face_0235 	 True
face_0056 	 face_0236 	 True
face_0056 	 face_0239 	 True
face_0057 	 face_0060 	 True
face_0057 	 face_0179 	 True
face_0057 	 face_0185 	 True
face_0057 	 face_0186 	 True
face_0057 	 face_0238 	 True
face_0057 	 face_0239 	 True
face_0057 	 face_0240 	 True
face_0058 	 face_0270 	 True
face_0058 	 face_0282 	 True
face_0059 	 face_0234 	 True
face_0059 	 face_0238 	 True
face_0059 	 face_0270 	 True
face_0060 	 face_0185 	 True
face_0060 	 face_0189 	 True
face_0060 	 face_0260 	 True
face_0060 	 face_0277 	 True
face_0061 	 face_0262 	 True
face_0061 	 face_0271 	 True
face_0061 	 face_0295 	 True
face_0061 	 face_0297 	 True
face_0061 	 face_0305 	 True
face_0062 	 face_0210 	 True
face_0062 	 face_0298 	 True
face_0062 	 face_0300 	 True
face_0063 	 face_0160 	 True
face_0063 	 face_0184 	 True
face_0063 	 face_0232 	 True
face_0063 	 face_0236 	 True
face_0063 	 face_0239 	 True
face_0064 	 face_0089 	 True
face_0064 	 face_0093 	 True
face_0064 	 face_0097 	 True
face_0064 	 face_0192 	 True
face_0064 	 face_0212 	 True
face_0064 	 face_0219 	 True
face_0064 	 face_0241 	 True
face_0064 	 face_0292 	 True
face_0065 	 face_0229 	 True
face_0084 	 face_0294 	 True
face_0084 	 face_0297 	 True
face_0084 	 face_0302 	 True
face_0085 	 face_0218 	 True
face_0085 	 face_0228 	 True
face_0087 	 face_0084 	 True
face_0087 	 face_0100 	 True
face_0087 	 face_0250 	 True
face_0087 	 face_0305 	 True
face_0089 	 face_0211 	 True
face_0089 	 face_0214 	 True
face_0089 	 face_0220 	 True
face_0089 	 face_0227 	 True
face_0090 	 face_0092 	 True
face_0090 	 face_0217 	 True
face_0090 	 face_0241 	 True
face_0090 	 face_0247 	 True
face_0090 	 face_0292 	 True
face_0091 	 face_0092 	 True
face_0091 	 face_0097 	 True
face_0091 	 face_0216 	 True
face_0091 	 face_0221 	 True
face_0091 	 face_0245 	 True
face_0091 	 face_0307 	 True
face_0091 	 face_0308 	 True
face_0092 	 face_0192 	 True
face_0092 	 face_0213 	 True
face_0092 	 face_0215 	 True
face_0092 	 face_0241 	 True
face_0092 	 face_0250 	 True
face_0092 	 face_0253 	 True
face_0092 	 face_0256 	 True
face_0093 	 face_0094 	 True
face_0093 	 face_0096 	 True
face_0093 	 face_0215 	 True
face_0093 	 face_0221 	 True
face_0094 	 face_0211 	 True
face_0094 	 face_0224 	 True
face_0094 	 face_0228 	 True
face_0094 	 face_0245 	 True
face_0094 	 face_0253 	 True
face_0094 	 face_0261 	 True
face_0095 	 face_0084 	 True
face_0095 	 face_0213 	 True
face_0095 	 face_0229 	 True
face_0095 	 face_0231 	 True
face_0095 	 face_0246 	 True
face_0095 	 face_0247 	 True
face_0095 	 face_0307 	 True
face_0096 	 face_0214 	 True
face_0096 	 face_0222 	 True
face_0096 	 face_0242 	 True
face_0096 	 face_0266 	 True
face_0096 	 face_0284 	 True
face_0096 	 face_0292 	 True
face_0097 	 face_0084 	 True
face_0097 	 face_0118 	 True
face_0097 	 face_0228 	 True
face_0097 	 face_0301 	 True
face_0098 	 face_0235 	 True
face_0098 	 face_0239 	 True
face_0099 	 face_0234 	 True
face_0099 	 face_0237 	 True
